Unique donor ID,Donor type,Amount,Donation Date,Donation source,Payment Method,Donor First Gift Date,Web Donation,Recurring Donation,Campaign week,Donor location
0011n00002BnhMvAAJ,Individuals,23.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 9,England
0011n00002BnhLyAAJ,Individuals,150.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 12,England
0011n00002BnhMvAAJ,Individuals,10.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 12,England
0011n00002BncAKAAZ,Individuals,200.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002Bo5IsAAJ,Individuals,325.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 4,Scotland
0011n00002BnhO4AAJ,Individuals,100.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 5,Scotland
0011n00002Bne9jAAB,Individuals,100.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 9,Scotland
0011n00002BnhNvAAJ,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnhO0AAJ,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 6,Scotland
0011n00002BnW6UAAV,Schools,3500.0,Microsoft.OleDb.Date,Sponsor a School projects,Business Cheque,Microsoft.OleDb.Date,0,,Week 12,Scotland
0011n00002BndEhAAJ,Individuals,150.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 6,Scotland
0011n00002BnhQtAAJ,Individuals,255.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BndGlAAJ,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 7,Scotland
0011n00002BndAyAAJ,Individuals,50.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002BnhKFAAZ,Individuals,50.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 13,Scotland
0011n00002BnhJjAAJ,Individuals,25.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 7,Scotland
0011n00002BnhKYAAZ,Individuals,50.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 8,Scotland
0011n00002BnhKXAAZ,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 3,England
0011n00002BnlQJAAZ,Individuals,100.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnbwEAAR,Individuals,40.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnjnUAAR,Individuals,1150.1,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 3,England
0011n00002BnhMqAAJ,Individuals,200.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnhOYAAZ,Individuals,200.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BnhOoAAJ,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002BnhOWAAZ,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 9,Scotland
0011n00002Bnc6aAAB,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 13,Scotland
0011n00002BnhQUAAZ,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnWxsAAF,Schools,1614.0,Microsoft.OleDb.Date,Sponsor a School projects,Business Cheque,Microsoft.OleDb.Date,0,,Week 13,Scotland
0011n00002BnhR0AAJ,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 9,Scotland
0011n00002BnVeOAAV,Faith Groups,83.5,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 7,Scotland
0011n00002Bo1LCAAZ,Faith Groups,1915.0,Microsoft.OleDb.Date,Appeal letter,Business Cheque,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnhQaAAJ,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 12,England
0011n00002BnhR6AAJ,Individuals,1000.0,Microsoft.OleDb.Date,Double the Love fundraising ,Bank Transfer,Microsoft.OleDb.Date,0,,Week 3,England
0011n00002BnhRzAAJ,Individuals,300.0,Microsoft.OleDb.Date,Double the Love fundraising ,Cheques,Microsoft.OleDb.Date,0,,Week 13,Scotland
0011n00002BnhMhAAJ,Individuals,10.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Wales
0011n00002Bo4i4AAB,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,Scotland
0011n00002Bnd7wAAB,Individuals,60.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BnhNGAAZ,Individuals,97.3,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnhPAAAZ,Individuals,28.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 3,Scotland
0011n00002BnhN4AAJ,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002BnhOUAAZ,Individuals,500.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 8,England
0011n00002BniIcAAJ,Individuals,35.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BniJHAAZ,Individuals,200.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BniJVAAZ,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 13,England
0011n00002BniK1AAJ,Individuals,60.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 11,England
0011n00002BnYP7AAN,Schools,704.95,Microsoft.OleDb.Date,Sponsor a School projects,Business Cheque,Microsoft.OleDb.Date,0,,Week 12,Scotland
0011n00002BniK5AAJ,Individuals,500.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 7,Wales
0011n00002BnhSXAAZ,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 11,Scotland
0011n00002Bo0yNAAR,Faith Groups,150.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BnbyoAAB,Individuals,500.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 13,Scotland
0011n00002BnkMbAAJ,Individuals,300.0,Microsoft.OleDb.Date,Fundraising Projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002BniNGAAZ,Individuals,14.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 11,Scotland
0011n00002BnXDBAA3,Faith Groups,660.45,Microsoft.OleDb.Date,Double the Love fundraising ,Business Cheque,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002BniNWAAZ,Individuals,100.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002BniLdAAJ,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,England
0011n00002BnhHYAAZ,Individuals,16.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 6,England
0011n00002BniMbAAJ,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 8,Scotland
0011n00002BniJqAAJ,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 7,Scotland
0011n00002BniK3AAJ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 3,Scotland
0011n00002BniNXAAZ,Individuals,50.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 5,Scotland
0011n00002BniNXAAZ,Individuals,100.0,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BniNSAAZ,Individuals,500.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 11,England
0011n00002BnWWhAAN,Schools,400.0,Microsoft.OleDb.Date,Sponsor a School projects,Business Cheque,Microsoft.OleDb.Date,0,,Week 12,Scotland
0011n00002BnXFgAAN,Groups & Associations,108.0,Microsoft.OleDb.Date,Appeal letter,Business Cheque,Microsoft.OleDb.Date,0,,Week 11,England
0011n00002BnhT1AAJ,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 3,Scotland
0011n00002BndG9AAJ,Individuals,40.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BniP5AAJ,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 11,Scotland
0011n00002BngEMAAZ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 4,Scotland
0011n00002Bo113AAB,Faith Groups,500.0,Microsoft.OleDb.Date,Appeal letter,Business Cheque,Microsoft.OleDb.Date,0,,Week 12,Scotland
0011n00002BnWy9AAF,Schools,130.51,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 7,Scotland
0011n00002BniQaAAJ,Individuals,5.0,Microsoft.OleDb.Date,Appeal letter,Third party donation site,Microsoft.OleDb.Date,0,,Week 8,England
0011n00002BniQaAAJ,Individuals,5.0,Microsoft.OleDb.Date,Appeal letter,Third party donation site,Microsoft.OleDb.Date,0,,Week 12,England
0011n00002BniMgAAJ,Individuals,100.0,Microsoft.OleDb.Date,Offline donation,Cheques,Microsoft.OleDb.Date,0,,Week 12,England
0011n00002Bo1XLAAZ,Faith Groups,1982.86,Microsoft.OleDb.Date,Offline donation,Business Cheque,Microsoft.OleDb.Date,0,,Week 12,Scotland
0011n00002BniNNAAZ,Individuals,161.2,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002BniQtAAJ,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 13,Scotland
0011n00002BniQtAAJ,Individuals,40.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 6,Scotland
0011n00002BniQtAAJ,Individuals,30.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 9,Scotland
0011n00002BniPtAAJ,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,Scotland
0011n00002BniQVAAZ,Individuals,10.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 8,Scotland
0011n00002BnhpcAAB,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002Bnc2NAAR,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 12,Scotland
0011n00002BniR4AAJ,Individuals,1000.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 4,Scotland
0011n00002BndMaAAJ,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 9,Scotland
0011n00002BndMFAAZ,Individuals,30.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 12,Scotland
0011n00002Bnbz3AAB,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 13,Scotland
0011n00002BniRuAAJ,Individuals,10.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 1,England
0011n00002BniQgAAJ,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 10,Scotland
0011n00002Bo38kAAB,Individuals,55.6,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002Bo38kAAB,Individuals,7.0,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnXGRAA3,Groups & Associations,200.0,Microsoft.OleDb.Date,Offline donation,Business Cheque,Microsoft.OleDb.Date,0,,Week 3,England
0011n00002BnXGRAA3,Groups & Associations,200.0,Microsoft.OleDb.Date,Double the Love fundraising ,Business Cheque,Microsoft.OleDb.Date,0,,Week 13,England
0011n00002BniSVAAZ,Individuals,10.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 8,Scotland
0011n00002BniSNAAZ,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 13,England
0011n00002BniSMAAZ,Individuals,500.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Northern Ireland
0011n00002BniSMAAZ,Individuals,500.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 9,Northern Ireland
0011n00002BniSMAAZ,Individuals,27.8,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 9,Northern Ireland
0011n00002BniTYAAZ,Individuals,10.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 8,Scotland
0011n00002BniNgAAJ,Individuals,412.45,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 12,Scotland
0011n00002BnbwbAAB,Individuals,10.0,Microsoft.OleDb.Date,Double the Love fundraising ,Direct Debit,Microsoft.OleDb.Date,0,yes,Week 5,Scotland
0011n00002BnbwbAAB,Individuals,10.0,Microsoft.OleDb.Date,Double the Love fundraising ,Direct Debit,Microsoft.OleDb.Date,0,yes,Week 9,Scotland
0011n00002BnXGiAAN,Schools,222.4,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 8,Scotland
0011n00002BnjPJAAZ,Individuals,28.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 8,Scotland
0011n00002BniUBAAZ,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 3,England
0011n00002BniUWAAZ,Individuals,10.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 4,Wales
0011n00002BniUNAAZ,Individuals,80.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 13,Scotland
0011n00002BniSnAAJ,Individuals,58.43,Microsoft.OleDb.Date,Offline donation,Cash,Microsoft.OleDb.Date,0,,Week 13,Scotland
0011n00002BniSzAAJ,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 8,Scotland
0011n00002BniSnAAJ,Individuals,1000.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,Scotland
0011n00002BnjPKAAZ,Individuals,750.0,Microsoft.OleDb.Date,Appeal letter,Bank Transfer,Microsoft.OleDb.Date,0,,Week 10,England
0011n00002BnjPKAAZ,Individuals,223.7,Microsoft.OleDb.Date,Appeal letter,Bank Transfer,Microsoft.OleDb.Date,0,,Week 11,England
0011n00002BnjPKAAZ,Individuals,142.42,Microsoft.OleDb.Date,Double the Love fundraising ,Bank Transfer,Microsoft.OleDb.Date,0,,Week 13,England
0011n00002BniUwAAJ,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BniV4AAJ,Individuals,15.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 9,Scotland
0011n00002Bo1ehAAB,Faith Groups,328.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 12,Scotland
0011n00002BniV0AAJ,Individuals,50.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnjOgAAJ,Individuals,5.0,Microsoft.OleDb.Date,Appeal letter,Cash,Microsoft.OleDb.Date,0,,Week 6,England
0011n00002BnjOeAAJ,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnjOgAAJ,Individuals,5.0,Microsoft.OleDb.Date,Appeal letter,Cash,Microsoft.OleDb.Date,0,,Week 11,England
0011n00002BngFwAAJ,Individuals,11.56,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 12,Scotland
0011n00002BnbzKAAR,Individuals,50.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnbzKAAR,Individuals,50.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 11,Scotland
0011n00002Hgo0jAAB,Individuals,200.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,Scotland
0011n00002BnjSXAAZ,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BniUiAAJ,Individuals,27.8,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002BniUiAAJ,Individuals,55.6,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002BniUJAAZ,Individuals,139.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 9,Scotland
0011n00002BniUfAAJ,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 13,Scotland
0011n00002BniUJAAZ,Individuals,900.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 11,Scotland
0011n00002BnjRsAAJ,Individuals,30.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002BnjSPAAZ,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 12,Scotland
0011n00002Bo18dAAB,Faith Groups,609.71,Microsoft.OleDb.Date,Double the Love fundraising ,Business Cheque,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnjT3AAJ,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnjRpAAJ,Individuals,73.46,Microsoft.OleDb.Date,Appeal letter,Bank Transfer,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002BnjRmAAJ,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BniVPAAZ,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002Bo1COAAZ,Faith Groups,40.0,Microsoft.OleDb.Date,Appeal letter,Business Cheque,Microsoft.OleDb.Date,0,,Week 10,Scotland
0011n00002BnfEEAAZ,Individuals,100.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002BniPXAAZ,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,Scotland
0011n00002BnjTqAAJ,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 8,Scotland
0011n00002BniTGAAZ,Individuals,15.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 10,England
0011n00002BnjTlAAJ,Individuals,250.0,Microsoft.OleDb.Date,Offline donation,Cheques,Microsoft.OleDb.Date,0,,Week 9,Scotland
0011n00002BnjTsAAJ,Individuals,10.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 12,Scotland
0011n00002Bnc8YAAR,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 13,Scotland
0011n00002BnfLpAAJ,Individuals,50.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 7,Scotland
0011n00002BnhTEAAZ,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 7,Scotland
0011n00002BnXVHAA3,Mary's Meals Shop,21.41,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 6,Scotland
0011n00002BnXVHAA3,Mary's Meals Shop,25.14,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 9,Scotland
0011n00002BnXVHAA3,Mary's Meals Shop,13.9,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 6,Scotland
0011n00002BnXVHAA3,Mary's Meals Shop,20.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 6,Scotland
0011n00002BnXVHAA3,Mary's Meals Shop,25.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002BnXVHAA3,Mary's Meals Shop,5.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnXVHAA3,Mary's Meals Shop,5.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnXVHAA3,Mary's Meals Shop,41.64,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnXVHAA3,Mary's Meals Shop,14.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BnjVNAAZ,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 8,Scotland
0011n00002BnXVHAA3,Mary's Meals Shop,5.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 9,Scotland
0011n00002BnXVHAA3,Mary's Meals Shop,25.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002BnXVHAA3,Mary's Meals Shop,14.82,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BnXVHAA3,Mary's Meals Shop,54.32,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 13,Scotland
0011n00002BnhL3AAJ,Individuals,500.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 9,England
0011n00002BnXW0AAN,Schools,83.0,Microsoft.OleDb.Date,Appeal letter,Business Cheque,Microsoft.OleDb.Date,0,,Week 4,England
0011n00002BnXVIAA3,Mary's Meals Shop,10.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BnXVIAA3,Mary's Meals Shop,250.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BnhTKAAZ,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 7,Scotland
0011n00002BnXVIAA3,Mary's Meals Shop,10.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 10,Scotland
0011n00002BnXVIAA3,Mary's Meals Shop,10.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 6,Scotland
0011n00002BnXVIAA3,Mary's Meals Shop,226.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 6,Scotland
0011n00002BnXW1AAN,Trusts & Foundations,12500.0,Microsoft.OleDb.Date,Sponsor a School projects,Business Cheque,Microsoft.OleDb.Date,0,,Week 13,Scotland
0011n00002BnjWkAAJ,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BnXVJAA3,Mary's Meals Shop,46.54,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BnXVJAA3,Mary's Meals Shop,28.48,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 9,Scotland
0011n00002BnXVJAA3,Mary's Meals Shop,32.85,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 8,Scotland
0011n00002BnXVJAA3,Mary's Meals Shop,109.33,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 8,Scotland
0011n00002BnXVJAA3,Mary's Meals Shop,25.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnXVJAA3,Mary's Meals Shop,20.0,Microsoft.OleDb.Date,Sponsor a School projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 3,Scotland
